FISHID,Month,Year,PreySpecies,PreyCount,Prey_WW_g,PreyLH
BL2365,8,2019,EURYTEMORA,1,0.00072,Adult
BL2365,8,2019,GAMMARIDAE,1,0.00087,Adult
BL2365,8,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2365,8,2019,HYPERIIDAE,1,0.00441,Adult
BL2365,8,2019,MYSIDAE,26,0.07593,Adult
BL2365,8,2019,PTEROPODA,2,0.0028,Adult
BL2365,8,2019,SPIRONTOCARIS,1,0.0805,Adult
BL2366,8,2019,CAPRELLIDAE,11,0.00383,Juvenile
BL2366,8,2019,CIRRIPEDIA,1,0.00002425,Adult
BL2366,8,2019,EURYTEMORA,23,0.00049,Adult
BL2366,8,2019,GAMMARIDAE,6,0.00029,Adult
BL2366,8,2019,HARPACTICOIDA,1,0.00051977,BarnCyp
BL2366,8,2019,MYSIDAE,12,0.00474,Adult
BL2367,8,2019,MYSIDAE,5,0.06703,Adult
BL2367,8,2019,SPIRONTOCARIS,1,0.13771,Adult
BL2367,8,2019,STRIPEDSHRIMP,1,0.20335,Adult
BL2368,8,2019,CAPRELLIDAE,2,0.00058,Juvenile
BL2368,8,2019,GAMMARIDAE,4,0.0009,Adult
BL2368,8,2019,HYPERIIDAE,3,0.00235,Adult
BL2368,8,2019,MYSIDAE,25,0.01823,Adult
BL2369,8,2019,CUMACEA,1,0.00036,Adult
BL2369,8,2019,GAMMARIDAE,7,0.00606,AdultVerySmall
BL2369,8,2019,HYPERIIDAE,3,0.01269,Adult
BL2369,8,2019,MYSIDAE,56,0.05042,Adult
BL2369,8,2019,PTEROPODA,1,0.00031,Juvenile
BL2370,8,2019,CAPRELLIDAE,1,0.00001,Juvenile
BL2370,8,2019,MYSIDAE,20,0.0666,Adult
BL2371,8,2019,CAPRELLIDAE,1,0.00017,Juvenile
BL2371,8,2019,GAMMARIDAE,2,0.00399,AdultLarge
BL2371,8,2019,HYPERIIDAE,6,0.00137,Adult
BL2371,8,2019,MYSIDAE,36,0.05059,Adult
BL2371,8,2019,PTEROPODA,1,0.00005,Juvenile
BL2372,8,2019,GAMMARIDAE,2,0.00117,Adult
BL2372,8,2019,HYPERIIDAE,2,0.00014,Adult
BL2372,8,2019,MYSIDAE,44,0.05205,Adult
BL2373,8,2019,MYSIDAE,28,0.04289,Adult
BL2373,8,2019,NEREISSP,1,0.03636,Adult
BL2375,8,2019,CAPRELLIDAE,40,0.03197,Juvenile
BL2375,8,2019,HARPACTICOIDA,7,0.00013,Adult
BL2375,8,2019,MYSIDAE,5,0.00386,Adult
BL2375,8,2019,NEVERITA,2,0.50407,Juvenile
BL2375,8,2019,POLYCHAETA,1,0.00417,Adult
BL2376,8,2019,CLADOCERA,1,0.00006952,Adult
BL2376,8,2019,GAMMARIDAE,1,0.0016,Adult
BL2376,8,2019,MYSIDAE,62,0.04138,Adult
BL2378,8,2019,HARPACTICOIDA,14,0.00727678,Adult
BL2378,8,2019,MYSIDAE,50,0.03713,Adult
BL2378,8,2019,PTEROPODA,1,0.00041134,Adult
BL2380,7,2019,ACARTIALONGIREMIS,33,0.00446,Adult
BL2380,7,2019,CAPRELLIDAE,1,0.00168,Juvenile
BL2380,7,2019,BarnCyp,5,0.00086,BarnCyp
BL2380,7,2019,BarnNaup,72,0.002,BarnNaup
BL2380,7,2019,CLADOCERA,34,0.00098,Adult
BL2380,7,2019,HARPACTICOIDA,11,0.002,Adult
BL2380,7,2019,MYSIDAE,5,0.00001,Adult
BL2382,7,2019,ACARTIALONGIREMIS,68,0.00311168,Adult
BL2382,7,2019,BarnNaup,77,0.00352352,BarnNaup
BL2382,7,2019,BarnCyp,1,0.00002425,BarnCyp
BL2382,7,2019,CLADOCERA,35,0.0024332,Adult
BL2382,7,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2382,7,2019,ZOEA,1,0.00001,Zoea
BL2383,7,2019,ACARTIALONGIREMIS,62,0.00283712,Adult
BL2383,7,2019,BarnCyp,2,0.0000485,BarnCyp
BL2383,7,2019,BarnNaup,5,0.00015975,BarnNaup
BL2383,7,2019,CLADOCERA,21,0.00145992,Adult
BL2384,7,2019,CIRRIPEDIA,57,0.00182115,BarnNaup
BL2384,7,2019,HYPERIIDAE,2,0.00072,Adult
BL2384,7,2019,MYSIDAE,16,0.05763,Adult
BL2385,7,2019,ACARTIALONGIREMIS,70,0.0032032,Adult
BL2385,7,2019,BarnNaup,43,0.00137385,BarnNaup
BL2385,7,2019,BarnCyp,2,0.0000485,BarnCyp
BL2385,7,2019,CLADOCERA,25,0.001738,Adult
BL2385,7,2019,HARPACTICOIDA,21,0.01091517,Adult
BL2386,7,2019,ACARTIALONGIREMIS,11,0.00050336,Adult
BL2386,7,2019,BarnNaup,13,0.00041535,BarnNaup
BL2386,7,2019,BarnCyp,1,0.00002425,BarnCyp
BL2386,7,2019,CLADOCERA,8,0.00055616,Adult
BL2386,7,2019,HARPACTICOIDA,10,0.0051977,Adult
BL2386,7,2019,MYSIDAE,20,0.0336,Adult
BL2387,7,2019,ACARTIALONGIREMIS,51,0.00332,Adult
BL2387,7,2019,CAPRELLIDAE,1,0.0003,Juvenile
BL2387,7,2019,BarnCyp,9,0.00027,BarnCyp
BL2387,7,2019,BarnNaup,18,0.00044,BarnNaup
BL2387,7,2019,CLADOCERA,15,0.00056,Adult
BL2387,7,2019,EURYTEMORA,2,0.00026328,Adult
BL2387,7,2019,HARPACTICOIDA,4,0.00015,Adult
BL2387,7,2019,MYSIDAE,3,0.02381,Adult
BL2388,7,2019,ACARTIALONGIREMIS,56,0.00043,Adult
BL2388,7,2019,CAPRELLIDAE,1,0.00001,JuvenileVerySmall
BL2388,7,2019,CIRRIPEDIA,94,0.00149,BarnNaup
BL2388,7,2019,CLADOCERA,23,0.00041,Adult
BL2388,7,2019,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2388,7,2019,HARPACTICOIDA,2,0.00103954,Adult
BL2388,7,2019,MYSIDAE,7,0.00869,Adult
BL2389,7,2019,ACARTIALONGIREMIS,49,0.00226,Adult
BL2389,7,2019,BarnNaup,49,0.00012,BarnNaup
BL2389,7,2019,BarnCyp,7,0.00016975,BarnCyp
BL2389,7,2019,CLADOCERA,50,0.00248,Adult
BL2389,7,2019,HARPACTICOIDA,12,0.00119,Adult
BL2389,7,2019,MYSIDAE,1,0.00001,Adult
BL2392,7,2019,ACARTIALONGIREMIS,34,0.00218,Adult
BL2392,7,2019,CIRRIPEDIA,6,0.00039,BarnNaup
BL2392,7,2019,CLADOCERA,22,0.00189,Adult
BL2392,7,2019,HARPACTICOIDA,3,0.00013,Adult
BL2393,7,2019,BarnNaup,13,0.00041535,BarnNaup
BL2393,7,2019,BarnCyp,1,0.00002425,BarnCyp
BL2393,7,2019,CLADOCERA,19,0.00132088,Adult
BL2393,7,2019,GAMMARIDAE,3,0.00047469,Adult
BL2394,7,2019,ACARTIALONGIREMIS,58,0.00265408,Adult
BL2394,7,2019,CIRRIPEDIA,17,0.00054315,BarnNaup
BL2394,7,2019,CLADOCERA,33,0.00229416,Adult
BL2394,7,2019,HARPACTICOIDA,3,0.00155931,Adult
BL2395,7,2019,ACARTIALONGIREMIS,56,0.00256256,Adult
BL2395,7,2019,BarnNaup,37,0.00118215,BarnNaup
BL2395,7,2019,BarnCyp,1,0.00002425,BarnCyp
BL2395,7,2019,CLADOCERA,43,0.00298936,Adult
BL2395,7,2019,HARPACTICOIDA,2,0.00103954,Adult
BL2396,7,2019,ACARTIALONGIREMIS,51,0.00233376,Adult
BL2396,7,2019,BarnNaup,32,0.0010224,BarnNaup
BL2396,7,2019,BarnCyp,2,0.0000485,BarnCyp
BL2396,7,2019,CLADOCERA,43,0.00298936,Adult
BL2396,7,2019,HARPACTICOIDA,3,0.00155931,Adult
BL2398,7,2019,ACARTIALONGIREMIS,102,0.00466752,Adult
BL2398,7,2019,CIRRIPEDIA,18,0.0004365,BarnCyp
BL2398,7,2019,CLADOCERA,40,0.0027808,Adult
BL2398,7,2019,MYSIDAE,6,0.00091,Adult
BL2399,7,2019,ACARTIALONGIREMIS,161,0.00736736,Adult
BL2399,7,2019,CIRRIPEDIA,41,0.00130995,BarnNaup
BL2399,7,2019,CLADOCERA,50,0.003476,Adult
BL2399,7,2019,HARPACTICOIDA,5,0.00259885,Adult
BL2399,7,2019,MYSIDAE,5,0.00001,Adult
BL2400,7,2019,ACARTIALONGIREMIS,3,0.00013728,Adult
BL2400,7,2019,BarnCyp,1,0.00002425,BarnCyp
BL2400,7,2019,BarnNaup,13,0.00073,BarnNaup
BL2400,7,2019,CLADOCERA,16,0.00111232,Adult
BL2400,7,2019,EURYTEMORA,91,0.00494,Adult
BL2400,7,2019,METRIDIA,1,0.00001579,Adult
BL2400,7,2019,MYSIDAE,1,0.00198,Adult
BL2401,7,2019,ACARTIALONGIREMIS,78,0.00356928,Adult
BL2401,7,2019,CIRRIPEDIA,73,0.00233235,BarnNaup
BL2401,7,2019,CLADOCERA,72,0.00500544,Adult
BL2401,7,2019,MEGAYOLDIA,1,0.00112596,Juvenile
BL2401,7,2019,METRIDIA,9,0.00014211,Adult
BL2401,7,2019,MYSIDAE,10,0.01551,Adult
BL2401,7,2019,NEVERITA,1,0.00094861,Juvenile
BL2401,7,2019,ZOEA,1,0.00001,Zoea
BL2402,7,2019,ACARTIALONGIREMIS,30,0.0013728,Adult
BL2402,7,2019,BarnNaup,41,0.00130995,BarnNaup
BL2402,7,2019,BarnCyp,7,0.00016975,BarnCyp
BL2402,7,2019,CLADOCERA,18,0.00125136,Adult
BL2402,7,2019,HARPACTICOIDA,1,0.00051977,Adult
BL2402,7,2019,MYSIDAE,3,0.01525,Adult
BL2403,7,2019,ACARTIALONGIREMIS,3,0.00013728,Adult
BL2403,7,2019,CIRRIPEDIA,11,0.00035145,BarnNaup
BL2403,7,2019,CLADOCERA,1,0.00006952,Adult
BL2403,7,2019,HYPERIIDAE,3,0.00563,Adult
BL2403,7,2019,MYSIDAE,10,0.02319,Adult
BL2404,7,2019,ACARTIALONGIREMIS,5,0.0002288,Adult
BL2404,7,2019,CAPRELLIDAE,1,0.00001,Juvenile
BL2404,7,2019,BarnCyp,15,0.00036375,BarnCyp
BL2404,7,2019,BarnNaup,42,0.0013419,BarnNaup
BL2404,7,2019,CLADOCERA,18,0.00125136,Adult
BL2404,7,2019,HARPACTICOIDA,8,0.00415816,Adult
BL2404,7,2019,HYPERIIDAE,1,0.00292,Adult
BL2404,7,2019,MYSIDAE,21,0.07745,Adult
BL2406,7,2019,ACARTIALONGIREMIS,57,0.00260832,Adult
BL2406,7,2019,BarnNaup,71,0.00226845,BarnNaup
BL2406,7,2019,BarnCyp,5,0.00012125,BarnCyp
BL2406,7,2019,CLADOCERA,35,0.0024332,Adult
BL2406,7,2019,HARPACTICOIDA,3,0.00155931,Adult
BL2406,7,2019,MYSIDAE,23,0.03997,Adult
BL2407,7,2019,ACARTIALONGIREMIS,74,0.00338624,Adult
BL2407,7,2019,BarnCyp,10,0.0002425,BarnCyp
BL2407,7,2019,BarnNaup,52,0.0016614,BarnNaup
BL2407,7,2019,CLADOCERA,17,0.00118184,Adult
BL2407,7,2019,CUMACEA,1,0.00029355,Adult
BL2407,7,2019,HARPACTICOIDA,12,0.00623724,Adult
BL2408,7,2019,ACARTIALONGIREMIS,66,0.00302016,Adult
BL2408,7,2019,BarnNaup,51,0.00162945,BarnNaup
BL2408,7,2019,BarnCyp,5,0.00012125,BarnCyp
BL2408,7,2019,CLADOCERA,49,0.00006953,Adult
BL2408,7,2019,HARPACTICOIDA,3,0.00155931,Adult
BL2408,7,2019,MYSIDAE,3,0.00001,Adult
BL2410,7,2019,ACARTIALONGIREMIS,9,0.00021,Adult
BL2410,7,2019,GAMMARIDAE,3,0.00405,Adult
BL2410,7,2019,POLYCHAETA,1,0.01735,Adult
BL2411,8,2008,ACARTIALONGIREMIS,35,0.0016016,Adult
BL2411,8,2008,CAPRELLIDAE,1,0.00021,Juvenile
BL2411,8,2008,CLADOCERA,2,0.00013904,Adult
BL2411,8,2008,GAMMARIDAE,2,0.05439823,AdultVerySmall
BL2412,8,2008,CAPRELLIDAE,1,0.00021,Juvenile
BL2412,8,2008,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2412,8,2008,SIPUNCULIDA,1,0.12803575,Adult
BL2413,8,2008,ACARTIALONGIREMIS,33,0.00151008,Adult
BL2413,8,2008,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2413,8,2008,CLADOCERA,2,0.00013904,Adult
BL2413,8,2008,HARPACTICOIDA,1,0.00051977,Adult
BL2414,8,2012,ACARTIALONGIREMIS,27,0.00123552,Adult
BL2414,8,2012,GAMMARIDAE,84,0.02829,AdultSmall
BL2415,8,2012,GAMMARIDAE,2,0.00166,Adult
BL2415,8,2012,MYSIDAE,6,0.04662,Adult
BL2416,8,2012,GAMMARIDAE,4,0.11421,AdultLarge
BL2416,8,2012,HARPACTICOIDA,3,0.00012,Adult
BL2416,8,2012,SIPUNCULIDA,1,0.1888,AdultLarge
BL2417,8,2012,ACARTIALONGIREMIS,25,0.001144,Adult
BL2417,8,2012,GAMMARIDAE,4,0.00156,Adult
BL2417,8,2012,HARPACTICOIDA,52,0.00114,Adult
BL2417,8,2012,MEGAYOLDIA,1,0.00112596,AdultVerySmall
BL2418,8,2012,ACARTIALONGIREMIS,110,0.0021483,Adult
BL2418,8,2012,GAMMARIDAE,18,0.00366,AdultSmall
BL2418,8,2012,HARPACTICOIDA,2,0.00006172,Adult
BL2418,8,2012,ISOPODA,3,0.0037,Juvenile
BL2418,8,2012,PTEROPODA,1,0.00041134,Adult
BL2419,8,2012,CAPRELLIDAE,3,0.0001,Juvenile
BL2419,8,2012,GAMMARIDAE,195,0.05738,AdultLarge
BL2419,8,2012,HARPACTICOIDA,3,0.00155931,Adult
BL2419,8,2012,HYPERIIDAE,1,0.00159,Adult
BL2420,8,2012,CAPRELLIDAE,1,0.00125,Juvenile
BL2420,8,2012,GAMMARIDAE,10,0.03022,AdultLarge
BL2421,8,2012,GAMMARIDAE,13,0.00426,Adult
BL2421,8,2012,HARPACTICOIDA,1,0.00051977,Adult
BL2421,8,2012,MICROGADUSPROXIMUS,11,0.00493,Larvae
BL2421,8,2012,SIPUNCULIDA,1,0.00644,Adult
BL2422,8,2012,ACARTIALONGIREMIS,7,0.00032032,Adult
BL2422,8,2012,CAPRELLIDAE,1,0.00076,Juvenile
BL2422,8,2012,CLADOCERA,2,0.00013904,Adult
BL2422,8,2012,CUMACEA,1,0.00029355,Adult
BL2422,8,2012,GAMMARIDAE,68,0.04183,AdultSmall
BL2422,8,2012,HARPACTICOIDA,4,0.00207908,Adult
BL2423,8,2012,ACARTIALONGIREMIS,3,0.00013728,Adult
BL2423,8,2012,CAPRELLIDAE,1,0.00001,Juvenile
BL2423,8,2012,GAMMARIDAE,28,0.00969,AdultSmall
BL2423,8,2012,MICROGADUSPROXIMUS,6,0.01482,Larvae
BL2423,8,2012,PTEROPODA,4,0.00086,Adult
BL2424,8,2012,ACARTIALONGIREMIS,11,0.00050336,Adult
BL2424,8,2012,GAMMARIDAE,17,0.01349,AdultSmall
BL2424,8,2012,HARPACTICOIDA,6,0.00311862,Adult
BL2425,8,2012,ACARTIALONGIREMIS,315,0.00615195,Adult
BL2425,8,2012,BarnNaup,4,0.0001278,BarnNaup
BL2425,8,2012,BarnCyp,3,0.00007275,BarnCyp
BL2425,8,2012,CLADOCERA,1,0.00006952,Adult
BL2425,8,2012,HARPACTICOIDA,1,0.00003086,Adult
BL2426,8,2012,ACARTIALONGIREMIS,315,0.0144144,Adult
BL2426,8,2012,CIRRIPEDIA,13,0.00041535,BarnNaup
BL2426,8,2012,CLADOCERA,14,0.00097328,Adult
BL2426,8,2012,HARPACTICOIDA,1,0.00051977,Adult
BL2427,8,2012,ACARTIALONGIREMIS,357,0.00697221,Adult
BL2427,8,2012,CIRRIPEDIA,4,0.0001278,BarnNaup
BL2427,8,2012,CLADOCERA,21,0.00145992,Cladocera
BL2428,8,2012,ACARTIALONGIREMIS,358,0.01638208,Adult
BL2428,8,2012,CIRRIPEDIA,17,0.00054315,BarnNaup
BL2428,8,2012,CLADOCERA,38,0.00264176,Adult
BL2428,8,2012,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2428,8,2012,HARPACTICOIDA,4,0.00207908,Adult
BL2429,8,2012,ACARTIALONGIREMIS,260,0.0218,Adult
BL2429,8,2012,CIRRIPEDIA,4,0.000097,BarnCyp
BL2429,8,2012,CLADOCERA,61,0.00424072,Adult
BL2429,8,2012,HARPACTICOIDA,1,0.00051977,Adult
BL2429,8,2012,ZOEA,1,0.00001,Zoea
BL2430,8,2012,GAMMARIDAE,21,0.17379,AdultLarge
BL2430,8,2012,HARPACTICOIDA,45,0.00261,Adult
BL2430,8,2012,NEVERITA,1,0.00094861,Juvenile
BL2431,8,2012,GAMMARIDAE,32,0.18158,AdultLarge
BL2432,8,2012,ACARTIALONGIREMIS,6,0.00027456,Adult
BL2432,8,2012,CUMACEA,3,0.00088065,Adult
BL2432,8,2012,GAMMARIDAE,16,0.14221,AdultSmall
BL2432,8,2012,HARPACTICOIDA,6,0.00311862,Adult
BL2433,8,2012,CAPRELLIDAE,4,0.00376,Juvenile
BL2433,8,2012,GAMMARIDAE,18,0.02359,AdultSmall
BL2433,8,2012,HARPACTICOIDA,18,0.00421,Adult
BL2434,8,2012,CUMACEA,6,0.00126,Adult
BL2434,8,2012,GAMMARIDAE,16,0.11191,AdultSmall
BL2434,8,2012,HARPACTICOIDA,114,0.02038,Adult
BL2435,8,2012,ACARTIALONGIREMIS,1,0.00004576,Adult
BL2435,8,2012,CAPRELLIDAE,8,0.00398,Adult
BL2435,8,2012,CUMACEA,2,0.0003,Adult
BL2435,8,2012,GAMMARIDAE,8,0.04633,Adult
BL2435,8,2012,HARPACTICOIDA,2,0.00021,Adult
BL2436,8,2012,ACARTIALONGIREMIS,124,0.00458,Adult
BL2436,8,2012,CIRRIPEDIA,6,0.0001917,BarnNaup
BL2436,8,2012,HARPACTICOIDA,18,0.00935586,Adult
BL2436,8,2012,POLYCHAETA,1,0.00116,AdultSmall
BL2437,8,2012,MEGALOPE,4,0.02348,Megalope
BL2437,8,2012,MEGAYOLDIA,2,0.00225192,Juvenile
BL2439,8,2012,ACARTIALONGIREMIS,81,0.00370656,Adult
BL2439,8,2012,CIRRIPEDIA,49,0.00156555,BarnNaup
BL2439,8,2012,CLADOCERA,28,0.00194656,Adult
BL2439,8,2012,HARPACTICOIDA,5,0.00259885,Adult
BL2440,7,2012,ACARTIALONGIREMIS,882,0.01722546,Adult
BL2440,7,2012,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2440,7,2012,GAMMARIDAE,3,0.00047469,AdultVerySmall
BL2440,7,2012,HARPACTICOIDA,7,0.00021602,Adult
BL2441,7,2012,ACARTIALONGIREMIS,576,0.01158,Adult
BL2441,7,2012,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2441,7,2012,GAMMARIDAE,4,0.00012344,AdultSmall
BL2441,7,2012,HARPACTICOIDA,28,0.00042,Adult
BL2441,7,2012,NEVERITA,4,0.00002361,Juvenile
BL2442,7,2012,ACARTIALONGIREMIS,677,0.01322181,Adult
BL2442,7,2012,CAPRELLIDAE,1,0.00064,Juvenile
BL2442,7,2012,NEVERITA,1,0.0000059,Juvenile
BL2442,7,2012,ZOEA,1,0.00001,Zoea
BL2443,7,2012,ACARTIALONGIREMIS,688,0.01613,Adult
BL2443,7,2012,CALANUS,1,0.00036941,Adult
BL2443,7,2012,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2443,7,2012,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2443,7,2012,HARPACTICOIDA,12,0.00037032,Adult
BL2443,7,2012,NEVERITA,1,0.0000059,Juvenile
BL2444,7,2012,GAMMARIDAE,26,0.03254,AdultSmall
BL2445,7,2012,GAMMARIDAE,12,0.03401,AdultSmall
BL2445,7,2012,HARPACTICOIDA,2,0.00006172,Adult
BL2446,7,2012,ACARTIALONGIREMIS,4,0.00007812,Adult
BL2446,7,2012,GAMMARIDAE,18,0.01182,AdultSmall
BL2446,7,2012,HARPACTICOIDA,12,0.00023436,Adult
BL2447,7,2012,ACARTIALONGIREMIS,2,0.00003906,Adult
BL2447,7,2012,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2447,7,2012,GAMMARIDAE,10,0.00439,AdultSmall
BL2447,7,2012,HARPACTICOIDA,39,0.00120354,Adult
BL2448,7,2012,ACARTIALONGIREMIS,15,0.00029295,Adult
BL2448,7,2012,GAMMARIDAE,61,0.04747,AdultSmall
BL2448,7,2012,HARPACTICOIDA,5,0.0001543,Adult
BL2448,7,2012,MYSIDAE,3,0.01277,Adult
BL2449,7,2012,ACARTIALONGIREMIS,5,0.00009765,Adult
BL2449,7,2012,GAMMARIDAE,19,0.01976,AdultSmall
BL2449,7,2012,HARPACTICOIDA,6,0.00018516,Adult
BL2450,7,2012,GAMMARIDAE,2,0.00107,AdultSmall
BL2450,7,2012,HARPACTICOIDA,15,0.00057,Adult
BL2450,7,2012,HYPERIIDAE,2,0.00512,Adult
BL2451,7,2012,HARPACTICOIDA,1,0.00003086,Adult
BL2451,7,2012,MYSIDAE,16,0.00345,Adult
BL2452,7,2012,ACARTIALONGIREMIS,44,0.00085932,Adult
BL2452,7,2012,CAPRELLIDAE,4,0.00154,Juvenile
BL2452,7,2012,GAMMARIDAE,8,0.00077,AdultSmall
BL2452,7,2012,HARPACTICOIDA,66,0.00858,Adult
BL2452,7,2012,NEVERITA,3,0.00009258,Juvenile
BL2453,7,2012,GAMMARIDAE,15,0.01914,AdultSmall
BL2453,7,2012,HARPACTICOIDA,15,0.0004629,Adult
BL2454,7,2012,CAPRELLIDAE,2,0.00095,Juvenile
BL2454,7,2012,GAMMARIDAE,27,0.02211,AdultSmall
BL2455,7,2012,ACARTIALONGIREMIS,1145,0.02236185,Adult
BL2455,7,2012,HARPACTICOIDA,13,0.00040118,Adult
BL2455,7,2012,NEVERITA,2,0.00189722,Juvenile
BL2456,7,2012,ACARTIALONGIREMIS,1203,0.02349459,Adult
BL2456,7,2012,CLADOCERA,2,0.00013904,Adult
BL2456,7,2012,HARPACTICOIDA,14,0.00043204,Adult
BL2457,7,2012,ACARTIALONGIREMIS,483,0.00726,Adult
BL2457,7,2012,CAPRELLIDAE,1,0.00001,Juvenile
BL2457,7,2012,GAMMARIDAE,2,0.00031646,AdultSmall
BL2457,7,2012,HARPACTICOIDA,102,0.00322,Adult
BL2457,7,2012,NEVERITA,8,0.00004721,Juvenile
BL2458,7,2012,ACARTIALONGIREMIS,349,0.00681597,Adult
BL2458,7,2012,HARPACTICOIDA,9,0.00035,Adult
BL2458,7,2012,NEVERITA,61,0.00036,Juvenile
BL2459,7,2012,ACARTIALONGIREMIS,5,0.00009765,Adult
BL2459,7,2012,CAPRELLIDAE,1,0.00189,Juvenile
BL2459,7,2012,GAMMARIDAE,3,0.00166,AdultSmall
BL2459,7,2012,HARPACTICOIDA,93,0.00286998,Adult
BL2460,7,2012,CAPRELLIDAE,1,0.00135,Juvenile
BL2460,7,2012,GAMMARIDAE,12,0.0132,AdultSmall
BL2461,7,2012,CAPRELLIDAE,3,0.00241,Juvenile
BL2461,7,2012,GAMMARIDAE,25,0.02199,AdultSmall
BL2462,7,2012,GAMMARIDAE,4,0.00061,AdultSmall
BL2462,7,2012,HARPACTICOIDA,6,0.00018516,Adult
BL2463,7,2012,GAMMARIDAE,15,0.01098,AdultSmall
BL2463,7,2012,HARPACTICOIDA,12,0.00037032,Adult
BL2464,7,2012,GAMMARIDAE,4,0.00131,AdultSmall
BL2464,7,2012,HARPACTICOIDA,43,0.00132698,Adult
